Plant and machine operators and assemblers,121
Plant and machine operators and assemblers,122
Plant and machine operators and assemblers,123
Plant and machine operators and assemblers,124
Plant and machine operators and assemblers,131
Plant and machine operators and assemblers,139
Plant and machine operators and assemblers,141
Plant and machine operators and assemblers,142
Plant and machine operators and assemblers,143
Plant and machine operators and assemblers,151
Plant and machine operators and assemblers,152
Plant and machine operators and assemblers,153
Plant and machine operators and assemblers,154
Plant and machine operators and assemblers,155
Plant and machine operators and assemblers,159
Plant and machine operators and assemblers,161
Plant and machine operators and assemblers,162
Plant and machine operators and assemblers,163
Plant and machine operators and assemblers,171
Plant and machine operators and assemblers,172
Plant and machine operators and assemblers,211
Plant and machine operators and assemblers,212
Plant and machine operators and assemblers,221
Plant and machine operators and assemblers,222
Plant and machine operators and assemblers,223
Plant and machine operators and assemblers,224
Plant and machine operators and assemblers,229
Plant and machine operators and assemblers,231
Plant and machine operators and assemblers,232
Plant and machine operators and assemblers,240
Plant and machine operators and assemblers,251
Plant and machine operators and assemblers,252
Plant and machine operators and assemblers,253
Plant and machine operators and assemblers,254
Plant and machine operators and assemblers,255
Plant and machine operators and assemblers,256
Plant and machine operators and assemblers,261
Plant and machine operators and assemblers,262
Plant and machine operators and assemblers,263
Plant and machine operators and assemblers,264
Plant and machine operators and assemblers,265
Plant and machine operators and assemblers,266
Plant and machine operators and assemblers,267
Plant and machine operators and assemblers,268
Plant and machine operators and assemblers,269
Plant and machine operators and assemblers,271
Plant and machine operators and assemblers,272
Plant and machine operators and assemblers,273
Plant and machine operators and assemblers,274
Plant and machine operators and assemblers,275
Plant and machine operators and assemblers,276
Plant and machine operators and assemblers,290
Plant and machine operators and assemblers,311
Plant and machine operators and assemblers,312
Plant and machine operators and assemblers,321
Plant and machine operators and assemblers,322
Plant and machine operators and assemblers,323
Plant and machine operators and assemblers,324
Plant and machine operators and assemblers,331
Plant and machine operators and assemblers,332
Plant and machine operators and assemblers,333
Plant and machine operators and assemblers,334
Plant and machine operators and assemblers,340
Laborers and unskilled workers,111
Laborers and unskilled workers,112
Laborers and unskilled workers,113
Laborers and unskilled workers,120
Laborers and unskilled workers,131
Laborers and unskilled workers,132
Laborers and unskilled workers,133
Laborers and unskilled workers,141
Laborers and unskilled workers,142
Laborers and unskilled workers,151
Laborers and unskilled workers,152
Laborers and unskilled workers,161
Laborers and unskilled workers,162
Laborers and unskilled workers,211
Laborers and unskilled workers,212
Laborers and unskilled workers,213
Laborers and unskilled workers,214
Laborers and unskilled workers,311
Laborers and unskilled workers,312
Laborers and unskilled workers,313
Laborers and unskilled workers,321
Laborers and unskilled workers,322
Laborers and unskilled workers,331
Laborers and unskilled workers,333
Special occupations,111
Special occupations,112
Special occupations,113
Special occupations,119
Special occupations,121
Special occupations,122
Special occupations,123
Special occupations,129
Special occupations,210
Special occupations,221
Special occupations,222
Special occupations,223
Special occupations,231
Special occupations,232
Special occupations,910
Special occupations,920
Special occupations,930
Special occupations,940
